product_id,title,category,description,price,avg_rating,review_count
SKU000447,Yeti Rambler 20 oz Tumbler,Kitchen,Vacuum insulated stainless steel tumbler with MagSlider lid,32.91,4.5,117694
SKU000448,Columbia Men's Newton Ridge Boots,Clothing,Waterproof hiking boots with advanced traction,84.04,5,4418
SKU000449,AmazonBasics Silicone Baking Mat,Kitchen,Non-stick mat for baking and kneading dough,14.62,4.4,70016
SKU000450,Yeti Rambler 18 oz Bottle,Kitchen,Vacuum insulated stainless steel water bottle,27.49,4.7,4474
SKU000451,23andMe Health + Ancestry Kit,Health,DNA testing kit with personalized health insights,210.03,4.7,40354
SKU000452,UGG Women's Classic Short Boot,Clothing,Geniune sheepskin boots with suede heel guard,151.7,4.4,7658
SKU000453,PlayStation 5 Digital Edition,Gaming,"Ultra-high speed SSD, 4K UHD Blu-ray drive",393.93,4.9,57404
SKU000454,LEGO Star Wars Millennium Falcon,Toys,"7,541-piece Ultimate Collector Series model",919.07,4.5,4705
SKU000455,HP 24mh FHD Monitor,Electronics,23.8-inch IPS display with built-in speakers,156.77,4.4,1893
SKU000456,The Lean Startup by Eric Ries,Books,New York Times bestseller about entrepreneurship,14.97,4.7,10404
SKU000457,Shark Navigator Lift-Away Vacuum,Home,Bagless upright vacuum with HEPA filter,180.45,4.1,3195
SKU000458,PlayStation 5 Digital Edition,Gaming,"Ultra-high speed SSD, 4K UHD Blu-ray drive",397.48,5,58080
SKU000459,AmazonBasics Silicone Baking Mat,Kitchen,Non-stick mat for baking and kneading dough,13.66,4.7,61530
SKU000460,UGG Women's Classic Short Boot,Clothing,Geniune sheepskin boots with suede heel guard,138.52,4.9,6539
SKU000461,LEGO Star Wars Millennium Falcon,Toys,"7,541-piece Ultimate Collector Series model",784.97,5,1621
SKU000462,Apple MacBook Air M1,Electronics,13.3-inch Retina display with 8-core CPU,1028.81,5,5845
SKU000463,Nintendo Switch with Neon Joy-Con,Gaming,Console with Neon Blue and Neon Red Joy-Con controllers,314.75,4.8,106328
SKU000464,Echo Dot (4th Gen),Electronics,Smart speaker with Alexa | Glacier White,50.82,4.6,99891
SKU000465,Shark Navigator Lift-Away Vacuum,Home,Bagless upright vacuum with HEPA filter,218.48,4.6,4713
SKU000466,Yeti Rambler 18 oz Bottle,Kitchen,Vacuum insulated stainless steel water bottle,29.24,5,4054
SKU000467,Nespresso Vertuo Next,Kitchen,Coffee and espresso maker with 5 cup sizes,172.28,4.7,6268
SKU000468,Echo Dot (4th Gen),Electronics,Smart speaker with Alexa | Glacier White,53.68,4.7,102987
SKU000469,Simple Modern 40oz Tumbler,Kitchen,Vacuum insulated stainless steel water bottle with straw lid,28.33,4.6,6108
SKU000470,LEGO Star Wars Millennium Falcon,Toys,"7,541-piece Ultimate Collector Series model",928.74,4.7,1945
SKU000471,AmazonBasics Silicone Baking Mat,Kitchen,Non-stick mat for baking and kneading dough,13.53,4.3,69629
SKU000472,HP 24mh FHD Monitor,Electronics,23.8-inch IPS display with built-in speakers,185.96,5,3677
SKU000473,Bose QuietComfort 35 II,Electronics,Wireless noise cancelling headphones,271.68,4.4,4195
SKU000474,Anker PowerCore 10000,Electronics,Portable charger with PowerIQ technology,28.02,4.4,84942
SKU000475,Nintendo Switch with Neon Joy-Con,Gaming,Console with Neon Blue and Neon Red Joy-Con controllers,301.65,4.6,127694
SKU000476,The Lean Startup by Eric Ries,Books,New York Times bestseller about entrepreneurship,16.47,4.9,8768
SKU000477,Yeti Rambler 18 oz Bottle,Kitchen,Vacuum insulated stainless steel water bottle,27.43,4.7,2998
SKU000478,Simple Modern 40oz Tumbler,Kitchen,Vacuum insulated stainless steel water bottle with straw lid,30.31,5,7330
SKU000479,North Face Men's Resolve Jacket,Clothing,Waterproof rain jacket with secure-zip pockets,75.48,4.5,3063
SKU000480,Xbox Series S,Gaming,Next-gen console with 512GB SSD,301.38,4.8,47189
SKU000481,Philips Hue White Starter Kit,Electronics,Smart LED bulbs with bridge and dimmer switch,205.17,4.4,4724
SKU000482,Patagonia Men's Better Sweater,Clothing,Full-zip fleece jacket made from recycled polyester,144.44,5,2386
SKU000483,Blue Yeti USB Microphone,Electronics,Professional condenser mic with multiple patterns,128.81,4.3,11110
SKU000484,Fire TV Stick 4K,Electronics,4K Ultra HD streaming device with Alexa Voice Remote (includes TV controls),51.27,4.7,90478
SKU000485,Nespresso Vertuo Next,Kitchen,Coffee and espresso maker with 5 cup sizes,183.03,4.9,5713
SKU000486,PlayStation 5 Digital Edition,Gaming,"Ultra-high speed SSD, 4K UHD Blu-ray drive",432.08,5,88355
SKU000487,"Samsung 55\"" QLED TV",Electronics,4K Smart TV with Quantum HDR and Alexa Built-in,634.54,4.6,22887
SKU000488,All-new Blink Mini,Electronics,Compact indoor plug-in smart security camera,33.46,4.3,62868
SKU000489,The Lean Startup by Eric Ries,Books,New York Times bestseller about entrepreneurship,16.34,4.6,8522
SKU000490,PlayStation 5 Digital Edition,Gaming,"Ultra-high speed SSD, 4K UHD Blu-ray drive",431.21,4.9,90306
SKU000491,Logitech MX Master 3,Electronics,Wireless mouse with ultra-fast scrolling,99.1,5,3887
SKU000492,Columbia Men's Newton Ridge Boots,Clothing,Waterproof hiking boots with advanced traction,81.91,5,6397
SKU000493,Bose QuietComfort 35 II,Electronics,Wireless noise cancelling headphones,285.69,4.6,8478
SKU000494,Columbia Men's Newton Ridge Boots,Clothing,Waterproof hiking boots with advanced traction,75,4.3,4320
SKU000495,LEGO Star Wars Millennium Falcon,Toys,"7,541-piece Ultimate Collector Series model",843.82,4.9,2046
SKU000496,AmazonBasics Security Safe,Home,0.5 cubic foot electronic safe with keys,48.52,5,6255
SKU000497,KitchenAid Artisan Stand Mixer,Kitchen,5-quart tilt-head mixer with 10 speeds,437.18,4.7,6728
SKU000498,Philips Hue White Starter Kit,Electronics,Smart LED bulbs with bridge and dimmer switch,183.1,5,4430
SKU000499,AmazonBasics Foldable Dog Crate,Pet,42-inch portable kennel with divider panel,58.02,5,3679
SKU000500,"Samsung 55\"" QLED TV",Electronics,4K Smart TV with Quantum HDR and Alexa Built-in,765.86,4.5,28773
SKU000501,Sony WH-1000XM4 Headphones,Electronics,Wireless noise cancelling over-ear headphones,361.79,5,9285
SKU000502,HP 24mh FHD Monitor,Electronics,23.8-inch IPS display with built-in speakers,171.22,5,2247
SKU000503,Fitbit Charge 4,Electronics,Fitness tracker with built-in GPS,144.24,4.5,6007
SKU000504,Philips Hue White Starter Kit,Electronics,Smart LED bulbs with bridge and dimmer switch,212.54,4.6,4277
SKU000505,Calphalon Premier Space Saving Set,Kitchen,10-piece nonstick cookware set,311.03,4.5,4713
SKU000506,PlayStation 5 Digital Edition,Gaming,"Ultra-high speed SSD, 4K UHD Blu-ray drive",373,4.6,36517
SKU000507,"Samsung 55\"" QLED TV",Electronics,4K Smart TV with Quantum HDR and Alexa Built-in,755.35,4.5,19657
SKU000508,Blue Yeti USB Microphone,Electronics,Professional condenser mic with multiple patterns,138.38,4.3,8904
SKU000509,Nespresso Vertuo Next,Kitchen,Coffee and espresso maker with 5 cup sizes,196.18,4.7,3316
SKU000510,Calphalon Premier Space Saving Set,Kitchen,10-piece nonstick cookware set,313.49,4.5,7254
SKU000511,The Lean Startup by Eric Ries,Books,New York Times bestseller about entrepreneurship,15.33,4.7,4511
SKU000512,Yeti Rambler 20 oz Tumbler,Kitchen,Vacuum insulated stainless steel tumbler with MagSlider lid,29.5,4.3,77056
SKU000513,LEGO Star Wars Millennium Falcon,Toys,"7,541-piece Ultimate Collector Series model",923.55,5,2691
SKU000514,AmazonBasics Foldable Dog Crate,Pet,42-inch portable kennel with divider panel,56.87,4.8,1669
SKU000515,AmazonBasics Silicone Baking Mat,Kitchen,Non-stick mat for baking and kneading dough,13.63,4.1,33916
SKU000516,23andMe Health + Ancestry Kit,Health,DNA testing kit with personalized health insights,180.15,4.6,39483
SKU000517,Blue Yeti USB Microphone,Electronics,Professional condenser mic with multiple patterns,126.78,5,8702
SKU000518,Allbirds Women's Wool Runners,Clothing,Sustainable merino wool sneakers,100.9,4.4,3907
SKU000519,Simple Modern 40oz Tumbler,Kitchen,Vacuum insulated stainless steel water bottle with straw lid,32.91,5,7890
SKU000520,Fitbit Charge 4,Electronics,Fitness tracker with built-in GPS,139.47,4.7,4732
SKU000521,Apple Watch Series 6,Electronics,"GPS, 44mm Space Gray Aluminum Case with Black Sport Band",437.08,4.6,39031
SKU000522,Apple iPad Air (4th Gen),Electronics,10.9-inch Liquid Retina display with A14 Bionic chip,584.73,4.8,7379
SKU000523,AmazonBasics Foldable Dog Crate,Pet,42-inch portable kennel with divider panel,57.97,4.7,4703
SKU000524,Apple MacBook Air M1,Electronics,13.3-inch Retina display with 8-core CPU,1067.36,4.9,8931
SKU000525,Fitbit Charge 4,Electronics,Fitness tracker with built-in GPS,160.1,4.8,5088
SKU000526,Fire TV Stick 4K,Electronics,4K Ultra HD streaming device with Alexa Voice Remote (includes TV controls),49.68,4.3,80148
SKU000527,Fitbit Charge 4,Electronics,Fitness tracker with built-in GPS,147.4,4.7,5504
SKU000528,Fitbit Charge 4,Electronics,Fitness tracker with built-in GPS,143.15,4.2,5500
SKU000529,Calphalon Premier Space Saving Set,Kitchen,10-piece nonstick cookware set,273.34,4.7,5547
SKU000530,All-new Blink Mini,Electronics,Compact indoor plug-in smart security camera,37.54,4,80178
SKU000531,Bose QuietComfort 35 II,Electronics,Wireless noise cancelling headphones,317.71,4.6,4787
SKU000532,Fitbit Charge 4,Electronics,Fitness tracker with built-in GPS,164.94,5,2233
SKU000533,All-new Blink Mini,Electronics,Compact indoor plug-in smart security camera,38.47,4.6,68996
SKU000534,Amazon Smart Plug,Electronics,Wi-Fi enabled plug that works with Alexa,25.27,4.7,10004
SKU000535,Blue Yeti USB Microphone,Electronics,Professional condenser mic with multiple patterns,136.98,4.4,5436
SKU000536,Yeti Rambler 30 oz Tumbler,Kitchen,Vacuum insulated stainless steel tumbler,38.1,4.7,3308
SKU000537,Fire TV Stick 4K,Electronics,4K Ultra HD streaming device with Alexa Voice Remote (includes TV controls),53.49,5,51093
SKU000538,Philips Hue White Starter Kit,Electronics,Smart LED bulbs with bridge and dimmer switch,189.88,4.7,4309
SKU000539,Yeti Rambler 30 oz Tumbler,Kitchen,Vacuum insulated stainless steel tumbler,34.64,5,5501
SKU000540,Amazon Smart Plug,Electronics,Wi-Fi enabled plug that works with Alexa,23.14,4.6,7791
SKU000541,LEGO Star Wars Millennium Falcon,Toys,"7,541-piece Ultimate Collector Series model",927.18,5,2725
SKU000542,Apple MacBook Air M1,Electronics,13.3-inch Retina display with 8-core CPU,1020.21,4.8,7640
SKU000543,AmazonBasics Silicone Baking Mat,Kitchen,Non-stick mat for baking and kneading dough,14.18,4.7,27234
SKU000544,Yeti Hopper M20 Soft Cooler,Outdoors,Portable cooler with 20-can capacity,310.29,4.7,2571
SKU000545,AmazonBasics Memory Foam Mattress,Home,8-inch medium-firm memory foam mattress,194.48,4.7,4953
SKU000546,Yeti Rambler 18 oz Bottle,Kitchen,Vacuum insulated stainless steel water bottle,29.14,5,4739
SKU000547,Stanley Classic Vacuum Bottle,Kitchen,1.0 QT insulated thermos with leak-proof lid,32.29,4.4,4330
SKU000548,Apple iPad Air (4th Gen),Electronics,10.9-inch Liquid Retina display with A14 Bionic chip,619.55,4.4,4007
SKU000549,"Samsung 55\"" QLED TV",Electronics,4K Smart TV with Quantum HDR and Alexa Built-in,700.82,4.1,44956
SKU000550,Echo Dot (4th Gen),Electronics,Smart speaker with Alexa | Glacier White,52.71,4.9,109895
SKU000551,LEGO Ideas Tree House,Toys,3036-piece building kit with 3 cabins and foliage elements,251,4.6,6940
SKU000552,Xbox Series S,Gaming,Next-gen console with 512GB SSD,321.12,4.1,52039
SKU000553,LEGO Ideas Tree House,Toys,3036-piece building kit with 3 cabins and foliage elements,252.59,5,4868
SKU000554,Xbox Series S,Gaming,Next-gen console with 512GB SSD,303.65,5,43615
SKU000555,Yeti Rambler 30 oz Tumbler,Kitchen,Vacuum insulated stainless steel tumbler,37.63,4.8,2444
SKU000556,KitchenAid Artisan Stand Mixer,Kitchen,5-quart tilt-head mixer with 10 speeds,421.69,5,3955
SKU000557,AmazonBasics Foldable Dog Crate,Pet,42-inch portable kennel with divider panel,49.11,4.5,2399
SKU000558,Calphalon Premier Space Saving Set,Kitchen,10-piece nonstick cookware set,271.68,4.7,5345
SKU000559,Apple MacBook Air M1,Electronics,13.3-inch Retina display with 8-core CPU,1049.98,5,10933
SKU000560,Yeti Rambler 20 oz Tumbler,Kitchen,Vacuum insulated stainless steel tumbler with MagSlider lid,30.71,4.7,85358
SKU000561,PlayStation 5 Digital Edition,Gaming,"Ultra-high speed SSD, 4K UHD Blu-ray drive",416.32,5,36500
SKU000562,PlayStation 5 Digital Edition,Gaming,"Ultra-high speed SSD, 4K UHD Blu-ray drive",377.03,5,95386
SKU000563,Apple MacBook Air M1,Electronics,13.3-inch Retina display with 8-core CPU,926.35,4.7,12645
SKU000564,Allbirds Women's Wool Runners,Clothing,Sustainable merino wool sneakers,85.78,5,5553
SKU000565,Simple Modern 40oz Tumbler,Kitchen,Vacuum insulated stainless steel water bottle with straw lid,29.09,4.7,11414
SKU000566,AmazonBasics Security Safe,Home,0.5 cubic foot electronic safe with keys,50.89,4.2,5673
SKU000567,Nintendo Switch with Neon Joy-Con,Gaming,Console with Neon Blue and Neon Red Joy-Con controllers,293.52,5,128217
SKU000568,"Samsung 55\"" QLED TV",Electronics,4K Smart TV with Quantum HDR and Alexa Built-in,689.26,4.4,18502
SKU000569,Simple Modern 40oz Tumbler,Kitchen,Vacuum insulated stainless steel water bottle with straw lid,32.41,4.8,6625
SKU000570,23andMe Health + Ancestry Kit,Health,DNA testing kit with personalized health insights,192.96,4.5,31347
SKU000571,Kindle Paperwhite,Books,"Waterproof, 8GB, 6.8\ display",150.37,5,30070
SKU000572,LEGO Ideas Tree House,Toys,3036-piece building kit with 3 cabins and foliage elements,264.17,5,3473
SKU000573,Blue Yeti USB Microphone,Electronics,Professional condenser mic with multiple patterns,127.3,4.7,9837
SKU000574,Amazon Smart Plug,Electronics,Wi-Fi enabled plug that works with Alexa,25.6,4.7,9807
SKU000575,Echo Dot (4th Gen),Electronics,Smart speaker with Alexa | Glacier White,53.61,5,92347
SKU000576,Calphalon Premier Space Saving Set,Kitchen,10-piece nonstick cookware set,326.92,4.9,3514
SKU000577,AmazonBasics Memory Foam Mattress,Home,8-inch medium-firm memory foam mattress,176.58,4.5,5665
SKU000578,Anker PowerCore 10000,Electronics,Portable charger with PowerIQ technology,28.21,4.2,112192
SKU000579,"Samsung 55\"" QLED TV",Electronics,4K Smart TV with Quantum HDR and Alexa Built-in,696.89,4.4,28550
SKU000580,Columbia Men's Newton Ridge Boots,Clothing,Waterproof hiking boots with advanced traction,76.12,4.6,6377
SKU000581,Yeti Rambler 20 oz Tumbler,Kitchen,Vacuum insulated stainless steel tumbler with MagSlider lid,29.74,4.6,66608
SKU000582,Canon EOS Rebel T7,Electronics,DSLR camera with 18-55mm lens,493.19,4.5,4591
SKU000583,Yeti Rambler 20 oz Tumbler,Kitchen,Vacuum insulated stainless steel tumbler with MagSlider lid,29.95,4.8,124248
SKU000584,All-new Blink Mini,Electronics,Compact indoor plug-in smart security camera,33.79,4.5,42940
SKU000585,HP 24mh FHD Monitor,Electronics,23.8-inch IPS display with built-in speakers,174.53,4.6,3117
SKU000586,Sony WH-1000XM4 Headphones,Electronics,Wireless noise cancelling over-ear headphones,329.91,4.9,10640
SKU000587,Adidas Unisex-Child Gamecourt Shoes,Clothing,Casual sneakers with cloudfoam cushioning,36.61,4.6,3881
SKU000588,LEGO Star Wars Millennium Falcon,Toys,"7,541-piece Ultimate Collector Series model",786.9,4.3,1806
SKU000589,North Face Men's Resolve Jacket,Clothing,Waterproof rain jacket with secure-zip pockets,63.87,4.4,2796
SKU000590,Sony WH-1000XM4 Headphones,Electronics,Wireless noise cancelling over-ear headphones,323.77,4.8,3887
SKU000591,PlayStation 5 Digital Edition,Gaming,"Ultra-high speed SSD, 4K UHD Blu-ray drive",371.1,4.5,73998
SKU000592,Shark Navigator Lift-Away Vacuum,Home,Bagless upright vacuum with HEPA filter,205.62,4.8,3046
SKU000593,AmazonBasics Foldable Dog Crate,Pet,42-inch portable kennel with divider panel,49.62,5,2038
SKU000594,Yeti Rambler 18 oz Bottle,Kitchen,Vacuum insulated stainless steel water bottle,29.06,5,4687
SKU000595,Columbia Men's Newton Ridge Boots,Clothing,Waterproof hiking boots with advanced traction,86.34,4.6,5593
SKU000596,LEGO Ideas Tree House,Toys,3036-piece building kit with 3 cabins and foliage elements,248.69,5,4021
SKU000597,Columbia Men's Newton Ridge Boots,Clothing,Waterproof hiking boots with advanced traction,82.67,4.7,5435
SKU000598,Adidas Unisex-Child Gamecourt Shoes,Clothing,Casual sneakers with cloudfoam cushioning,37.38,4.5,3791
SKU000599,Blue Yeti USB Microphone,Electronics,Professional condenser mic with multiple patterns,121.99,4.5,5050
SKU000600,OXO Good Grips 12-Inch Tongs,Kitchen,Stainless steel tongs with nylon heads,11.8,4.5,2489
SKU000601,AmazonBasics Foldable Dog Crate,Pet,42-inch portable kennel with divider panel,49.48,4.4,4200
SKU000602,Calphalon Premier Space Saving Set,Kitchen,10-piece nonstick cookware set,286.67,4.8,5212
SKU000603,Echo Dot (4th Gen),Electronics,Smart speaker with Alexa | Glacier White,46.76,4.7,89630
SKU000604,Allbirds Women's Wool Runners,Clothing,Sustainable merino wool sneakers,87.19,4.8,4030
SKU000605,Apple Watch Series 6,Electronics,"GPS, 44mm Space Gray Aluminum Case with Black Sport Band",396.45,4.9,41631
SKU000606,Weber Spirit II E-310 Grill,Outdoors,3-burner liquid propane gas grill,544.69,5,3616
SKU000607,Shark Navigator Lift-Away Vacuum,Home,Bagless upright vacuum with HEPA filter,188.24,4.9,3039
SKU000608,AmazonBasics Silicone Baking Mat,Kitchen,Non-stick mat for baking and kneading dough,14.58,4.3,38523
SKU000609,Fitbit Charge 4,Electronics,Fitness tracker with built-in GPS,150.05,3.8,2376
SKU000610,Nintendo Switch with Neon Joy-Con,Gaming,Console with Neon Blue and Neon Red Joy-Con controllers,311.41,5,117776
SKU000611,Yeti Rambler 20 oz Tumbler,Kitchen,Vacuum insulated stainless steel tumbler with MagSlider lid,27.23,4.4,129832
SKU000612,Stanley Classic Vacuum Bottle,Kitchen,1.0 QT insulated thermos with leak-proof lid,37.1,4.5,4157
SKU000613,Bose QuietComfort 35 II,Electronics,Wireless noise cancelling headphones,306.65,4.4,10361
SKU000614,Logitech MX Master 3,Electronics,Wireless mouse with ultra-fast scrolling,91.63,4.3,4030
SKU000615,KitchenAid Artisan Stand Mixer,Kitchen,5-quart tilt-head mixer with 10 speeds,462.12,5,7934
SKU000616,Nespresso Vertuo Next,Kitchen,Coffee and espresso maker with 5 cup sizes,195.14,4.9,3011
SKU000617,Simple Modern 40oz Tumbler,Kitchen,Vacuum insulated stainless steel water bottle with straw lid,27.36,4.6,11109
SKU000618,OXO Good Grips 12-Inch Tongs,Kitchen,Stainless steel tongs with nylon heads,12.41,3.8,4804
SKU000619,Kindle Paperwhite,Books,"Waterproof, 8GB, 6.8\ display",159.13,4.6,52364
SKU000620,Allbirds Women's Wool Runners,Clothing,Sustainable merino wool sneakers,99.72,4.9,6400
SKU000621,Yeti Rambler 18 oz Bottle,Kitchen,Vacuum insulated stainless steel water bottle,28.1,4.4,3438
SKU000622,Simple Modern 40oz Tumbler,Kitchen,Vacuum insulated stainless steel water bottle with straw lid,28.25,4.9,5813
SKU000623,Nespresso Vertuo Next,Kitchen,Coffee and espresso maker with 5 cup sizes,175.33,4.7,4048
SKU000624,Apple MacBook Air M1,Electronics,13.3-inch Retina display with 8-core CPU,995.91,5,9585
SKU000625,Stanley Classic Vacuum Bottle,Kitchen,1.0 QT insulated thermos with leak-proof lid,35.83,4.6,1842
SKU000626,AmazonBasics Foldable Dog Crate,Pet,42-inch portable kennel with divider panel,51.6,4.2,3607
SKU000627,Calphalon Premier Space Saving Set,Kitchen,10-piece nonstick cookware set,297.7,5,8045
SKU000628,North Face Men's Resolve Jacket,Clothing,Waterproof rain jacket with secure-zip pockets,72.42,4.7,2981
SKU000629,Yeti Hopper M20 Soft Cooler,Outdoors,Portable cooler with 20-can capacity,272.19,4.7,4155
SKU000630,North Face Men's Resolve Jacket,Clothing,Waterproof rain jacket with secure-zip pockets,65.58,4.4,6083
SKU000631,Fire TV Stick 4K,Electronics,4K Ultra HD streaming device with Alexa Voice Remote (includes TV controls),52.12,4.5,142523
SKU000632,AmazonBasics Silicone Baking Mat,Kitchen,Non-stick mat for baking and kneading dough,16.17,4.4,79316
SKU000633,Yeti Hopper M20 Soft Cooler,Outdoors,Portable cooler with 20-can capacity,300.69,4.6,3283
SKU000634,North Face Men's Resolve Jacket,Clothing,Waterproof rain jacket with secure-zip pockets,69.44,5,6383
SKU000635,LEGO Ideas Tree House,Toys,3036-piece building kit with 3 cabins and foliage elements,230.35,4.5,6815
SKU000636,Yeti Rambler 30 oz Tumbler,Kitchen,Vacuum insulated stainless steel tumbler,34.62,4.3,2859
SKU000637,AmazonBasics Memory Foam Mattress,Home,8-inch medium-firm memory foam mattress,191.23,4.9,4221
SKU000638,Yeti Rambler 20 oz Tumbler,Kitchen,Vacuum insulated stainless steel tumbler with MagSlider lid,28.45,4.7,106791
SKU000639,Echo Dot (4th Gen),Electronics,Smart speaker with Alexa | Glacier White,47.68,4.5,64003
SKU000640,Sony WH-1000XM4 Headphones,Electronics,Wireless noise cancelling over-ear headphones,339.46,5,8730
SKU000641,Columbia Men's Newton Ridge Boots,Clothing,Waterproof hiking boots with advanced traction,72.31,4.5,6336
SKU000642,Apple iPad Air (4th Gen),Electronics,10.9-inch Liquid Retina display with A14 Bionic chip,577.69,5,5072
SKU000643,Logitech MX Master 3,Electronics,Wireless mouse with ultra-fast scrolling,94.22,5,5785
SKU000644,AmazonBasics Silicone Baking Mat,Kitchen,Non-stick mat for baking and kneading dough,14.47,4.6,69076
SKU000645,Fitbit Charge 4,Electronics,Fitness tracker with built-in GPS,138.55,5,4316
SKU000646,Weber Spirit II E-310 Grill,Outdoors,3-burner liquid propane gas grill,591.88,4.6,2781
SKU000647,Amazon Smart Plug,Electronics,Wi-Fi enabled plug that works with Alexa,25.46,4.7,3896
SKU000648,PlayStation 5 Digital Edition,Gaming,"Ultra-high speed SSD, 4K UHD Blu-ray drive",414.32,5,56077
SKU000649,North Face Men's Resolve Jacket,Clothing,Waterproof rain jacket with secure-zip pockets,72.99,5,6162
SKU000650,Patagonia Men's Better Sweater,Clothing,Full-zip fleece jacket made from recycled polyester,138.96,5,3148
SKU000651,Bose QuietComfort 35 II,Electronics,Wireless noise cancelling headphones,274.3,4.8,8682
SKU000652,Canon EOS Rebel T7,Electronics,DSLR camera with 18-55mm lens,453.33,4.4,3922
SKU000653,AmazonBasics Memory Foam Mattress,Home,8-inch medium-firm memory foam mattress,193.29,4.6,3550
SKU000654,Yeti Rambler 18 oz Bottle,Kitchen,Vacuum insulated stainless steel water bottle,31.46,4.6,4333
SKU000655,Anker PowerCore 10000,Electronics,Portable charger with PowerIQ technology,25.63,5,121368
SKU000656,Anker PowerCore 10000,Electronics,Portable charger with PowerIQ technology,24.05,4.6,58804
SKU000657,Fire TV Stick 4K,Electronics,4K Ultra HD streaming device with Alexa Voice Remote (includes TV controls),47.83,4.5,91682
SKU000658,OXO Good Grips 12-Inch Tongs,Kitchen,Stainless steel tongs with nylon heads,12.63,4.7,1700
SKU000659,Apple AirPods Pro,Electronics,Active Noise Cancelling wireless earbuds,256.27,4.2,126292
SKU000660,Philips Hue White Starter Kit,Electronics,Smart LED bulbs with bridge and dimmer switch,202.82,4.4,6314
SKU000661,Sony WH-1000XM4 Headphones,Electronics,Wireless noise cancelling over-ear headphones,337.98,5,4734
SKU000662,Calphalon Premier Space Saving Set,Kitchen,10-piece nonstick cookware set,329.14,4.5,4285
SKU000663,AmazonBasics Security Safe,Home,0.5 cubic foot electronic safe with keys,51.05,4.1,4877
SKU000664,Anker PowerCore 10000,Electronics,Portable charger with PowerIQ technology,24.62,4.8,140199
SKU000665,Yeti Rambler 30 oz Tumbler,Kitchen,Vacuum insulated stainless steel tumbler,32.2,5,6452
SKU000666,HP 24mh FHD Monitor,Electronics,23.8-inch IPS display with built-in speakers,158.19,4.8,1751
SKU000667,Simple Modern 40oz Tumbler,Kitchen,Vacuum insulated stainless steel water bottle with straw lid,28.47,5,9651
SKU000668,Fire TV Stick 4K,Electronics,4K Ultra HD streaming device with Alexa Voice Remote (includes TV controls),46.6,4.4,86057
SKU000669,Yeti Rambler 30 oz Tumbler,Kitchen,Vacuum insulated stainless steel tumbler,32.8,4.4,3856
SKU000670,LEGO Ideas Tree House,Toys,3036-piece building kit with 3 cabins and foliage elements,239.25,5,6799
SKU000671,The Lean Startup by Eric Ries,Books,New York Times bestseller about entrepreneurship,14.01,4.5,12432
SKU000672,HP 24mh FHD Monitor,Electronics,23.8-inch IPS display with built-in speakers,183.48,4.5,4663
SKU000673,Allbirds Women's Wool Runners,Clothing,Sustainable merino wool sneakers,87.02,5,4654
SKU000674,Fire TV Stick 4K,Electronics,4K Ultra HD streaming device with Alexa Voice Remote (includes TV controls),50.24,4.8,84615
SKU000675,Weber Spirit II E-310 Grill,Outdoors,3-burner liquid propane gas grill,539.16,4.9,6993
SKU000676,OXO Good Grips 12-Inch Tongs,Kitchen,Stainless steel tongs with nylon heads,14.24,5,2413
SKU000677,Apple AirPods Pro,Electronics,Active Noise Cancelling wireless earbuds,229.68,4.4,137002
SKU000678,Instant Pot DUO80 8 Qt 7-in-1,Kitchen,"7-in-1 pressure cooker, slow cooker, rice cooker, steamer, saut̩, yogurt maker and warmer",97.91,5,21833
SKU000679,Apple iPad Air (4th Gen),Electronics,10.9-inch Liquid Retina display with A14 Bionic chip,655.24,4.8,8852
SKU000680,Yeti Rambler 20 oz Tumbler,Kitchen,Vacuum insulated stainless steel tumbler with MagSlider lid,32.18,4.9,64898
SKU000681,North Face Men's Resolve Jacket,Clothing,Waterproof rain jacket with secure-zip pockets,73.38,5,2988
SKU000682,Sony WH-1000XM4 Headphones,Electronics,Wireless noise cancelling over-ear headphones,331.15,5,10855
SKU000683,Canon EOS Rebel T7,Electronics,DSLR camera with 18-55mm lens,420.37,4.8,3268
SKU000684,AmazonBasics Security Safe,Home,0.5 cubic foot electronic safe with keys,51.68,4.7,5464
SKU000685,KitchenAid Artisan Stand Mixer,Kitchen,5-quart tilt-head mixer with 10 speeds,466.92,4.8,3915
SKU000686,"Samsung 55\"" QLED TV",Electronics,4K Smart TV with Quantum HDR and Alexa Built-in,705.91,4.4,17323
SKU000687,Apple Watch Series 6,Electronics,"GPS, 44mm Space Gray Aluminum Case with Black Sport Band",435.14,4.5,41028
SKU000688,Echo Dot (4th Gen),Electronics,Smart speaker with Alexa | Glacier White,47.79,4.1,57827
SKU000689,Anker PowerCore 10000,Electronics,Portable charger with PowerIQ technology,27.39,5,134989
SKU000690,23andMe Health + Ancestry Kit,Health,DNA testing kit with personalized health insights,186.54,4.2,33814
SKU000691,Apple Watch Series 6,Electronics,"GPS, 44mm Space Gray Aluminum Case with Black Sport Band",413.87,4.7,111022
SKU000692,Shark Navigator Lift-Away Vacuum,Home,Bagless upright vacuum with HEPA filter,197.01,4.5,3477
SKU000693,Apple Watch Series 6,Electronics,"GPS, 44mm Space Gray Aluminum Case with Black Sport Band",429.65,4.9,71691
SKU000694,Yeti Rambler 20 oz Tumbler,Kitchen,Vacuum insulated stainless steel tumbler with MagSlider lid,28.44,5,94674
